Caller,Strategy,Description,TotalTrades,WinRate,FinalPortfolio,TotalReturn,MaxDrawdown,AvgPnlPerTrade
TY/ACC,MultiTrade_35pctTrail_50pctDropRebound_24h,"Multi-trade: 35% trailing stop, re-enter after 50% drop from peak + 20% rebound",18,33.33,81.09,-18.91,19.18,-10.51
TY/ACC,MultiTrade_40pctTrail_50pctDropRebound_24h,"Multi-trade: 40% trailing stop, re-enter after 50% drop from peak + 20% rebound",18,33.33,85.28,-14.72,22.33,-8.18
TY/ACC,MultiTrade_20pctTrail_40pctDrop15pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 40% drop from peak + 15% rebound",13,61.54,102.50,2.50,2.92,1.92
TY/ACC,MultiTrade_20pctTrail_60pctDrop25pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 60% drop from peak + 25% rebound",13,61.54,102.50,2.50,2.92,1.92
TY/ACC,MultiTrade_20pctTrail_45pctDrop18pctRebound_24h,"Multi-trade: 20% trailing stop, re-enter after 45% drop from peak + 18% rebound",13,61.54,102.50,2.50,2.92,1.92
TY/ACC,MultiTrade_15pctTrail_RSI_MACD_24h,"Multi-trade: 15% trailing stop, re-enter using RSI/MACD signals",21,47.62,113.04,13.04,3.09,6.21
TY/ACC,MultiTrade_20pctTrail_RSI_MACD_24h,"Multi-trade: 20% trailing stop, re-enter using RSI/MACD signals",22,50.00,102.41,2.41,6.46,1.09
TY/ACC,MultiTrade_25pctTrail_RSI_MACD_24h,"Multi-trade: 25% trailing stop, re-enter using RSI/MACD signals",17,29.41,87.07,-12.93,13.22,-7.60
TY/ACC,MultiTrade_30pctTrail_RSI_MACD_24h,"Multi-trade: 30% trailing stop, re-enter using RSI/MACD signals",15,20.00,84.69,-15.31,15.60,-10.21
TY/ACC,MultiTrade_15pctTrail_MA_24h,"Multi-trade: 15% trailing stop, re-enter using MA crossovers",21,47.62,104.36,4.36,3.91,2.08
TY/ACC,MultiTrade_20pctTrail_MA_24h,"Multi-trade: 20% trailing stop, re-enter using MA crossovers",21,42.86,93.70,-6.30,6.96,-3.00
TY/ACC,MultiTrade_25pctTrail_MA_24h,"Multi-trade: 25% trailing stop, re-enter using MA crossovers",17,29.41,88.17,-11.83,12.13,-6.96
TY/ACC,MultiTrade_30pctTrail_MA_24h,"Multi-trade: 30% trailing stop, re-enter using MA crossovers",15,20.00,83.22,-16.78,17.06,-11.19
TY/ACC,Ichimoku_5m_TenkanKijunCross_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross on 5m, 20% trailing stop, 20% loss cap",13,15.38,93.88,-6.12,6.89,-4.71
TY/ACC,Ichimoku_5m_CloudCross_20pctTrail_24h,"Delayed entry: Ichimoku cloud cross on 5m, 20% trailing stop, 20% loss cap",13,30.77,98.18,-1.82,6.93,-1.40
TY/ACC,PriceBreakout_5pct_20pctTrail_24h,"Delayed entry: 5% price breakout above alert, 20% trailing stop, 20% loss cap",7,0.00,94.32,-5.68,5.68,-8.12
TY/ACC,PriceBreakout_10pct_20pctTrail_24h,"Delayed entry: 10% price breakout above alert, 20% trailing stop, 20% loss cap",7,0.00,93.06,-6.94,6.94,-9.92
TY/ACC,Ichimoku_5m_MACD_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MACD bullish on 5m, 20% trailing stop",13,23.08,98.07,-1.93,5.48,-1.49
TY/ACC,Ichimoku_5m_MA_20pctTrail_24h,"Delayed entry: Ichimoku Tenkan-Kijun cross + MA golden cross on 5m, 20% trailing stop",6,16.67,95.15,-4.85,4.85,-8.08
TY/ACC,RSI_Oversold_5m_20pctTrail_24h,"Delayed entry: RSI oversold bounce on 5m, 20% trailing stop, 20% loss cap",8,25.00,91.81,-8.19,8.45,-10.23
TY/ACC,MACD_Cross_5m_20pctTrail_24h,"Delayed entry: MACD bullish crossover on 5m, 20% trailing stop, 20% loss cap",13,15.38,92.92,-7.08,7.08,-5.44
TY/ACC,MA_GoldenCross_5m_20pctTrail_24h,"Delayed entry: MA golden cross (EMA9 > EMA20) on 5m, 20% trailing stop, 20% loss cap",12,16.67,92.30,-7.70,7.70,-6.42
TY/ACC,Ichimoku_5m_TenkanKijun_10pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 10% trailing stop, 20% loss cap",13,23.08,91.99,-8.01,8.01,-6.16
TY/ACC,Ichimoku_5m_TenkanKijun_15pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 15% trailing stop, 20% loss cap",13,23.08,99.36,-0.64,5.17,-0.49
TY/ACC,Ichimoku_5m_TenkanKijun_25pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 25% trailing stop, 20% loss cap",13,15.38,90.11,-9.89,9.89,-7.61
TY/ACC,Ichimoku_5m_TenkanKijun_30pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 30% trailing stop, 20% loss cap",13,23.08,89.18,-10.82,10.82,-8.32
TY/ACC,Ichimoku_5m_TenkanKijun_35pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 35% trailing stop, 20% loss cap",13,15.38,85.11,-14.89,14.89,-11.46
TY/ACC,Ichimoku_5m_TenkanKijun_40pctTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, 40% trailing stop, 20% loss cap",13,23.08,86.09,-13.91,13.91,-10.70
TY/ACC,Ichimoku_5m_TenkanKijun_DynamicTrail_24h,"Ichimoku Tenkan-Kijun cross on 5m, dynamic trailing stop (50% @ 2x, 40% @ 3x, 30% @ 4x, 25% @ 5x, 20% @ 6x, 15% @ 8x, 10% @ 10x)",13,7.69,87.30,-12.70,12.70,-9.77
TY/ACC,PriceBreakout_5pct_DynamicTrail_24h,"5% price breakout, dynamic trailing stop",7,14.29,89.39,-10.61,10.61,-15.15
TY/ACC,Ichimoku_5m_MACD_DynamicTrail_24h,"Ichimoku + MACD on 5m, dynamic trailing stop",13,7.69,86.03,-13.97,13.97,-10.75
TY/ACC,MultiTrade_DynamicTrail_50pctDropRebound_24h,"Multi-trade: 50% drop + 20% rebound re-entry, dynamic trailing stop",14,14.29,80.88,-19.12,26.34,-13.66
